App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Country
EP RSS Reader,COMMUNICATION,3.8,4,892k,100+,Free,0,Everyone,Communication,"July 16, 2018",0.99,4.0.3 and up,UNITED KINGDOM
Out There Chronicles - Ep. 2,FAMILY,4.5,144,70M,"1,000+",Paid,$2.99,Teen,Role Playing,"January 26, 2018",1.0.0,4.2 and up,Canada
EP Cloud,PRODUCTIVITY,,9,2.3M,10+,Free,0,Everyone,Productivity,"July 26, 2018",2.2.2,4.1 and up,United States
EP McGuffey Primer,FAMILY,,0,Varies with device,50+,Paid,$1.99,Everyone,Education,"July 16, 2018",Varies with device,Varies with device,Canada
EP Church Annapolis,LIFESTYLE,5.0,2,8.8M,100+,Free,0,Everyone,Lifestyle,"January 14, 2017",1.0,4.1 and up,United States
EP Horlogerie,LIFESTYLE,4.9,18,24M,"1,000+",Free,0,Everyone,Lifestyle,"March 28, 2018",4.0.2,4.0.3 and up,United States
EP Radio,FAMILY,5.0,3,154k,50+,Free,0,Everyone,Entertainment,"March 26, 2018",1.0,3.0 and up,Canada
EP Joaillerie,LIFESTYLE,,54,21M,"5,000+",Free,0,Teen,Lifestyle,"March 28, 2018",4.0.2,4.0.3 and up,United States
EP Research Service,BOOKS_AND_REFERENCE,4.7,14,27M,"1,000+",Free,0,Everyone,Books & Reference,"March 5, 2018",1.9,4.1 and up,UNITED KINGDOM
eP Finder,AUTO_AND_VEHICLES,,0,6.3M,10+,Free,0,Everyone,Auto & Vehicles,"June 21, 2018",1.0,4.4 and up,United States
EP Music,FAMILY,,0,11M,10+,Free,0,Everyone,Entertainment,"July 26, 2017",1.0,4.1 and up,Canada
The Great Wobo Escape Ep.1,FAMILY,4.3,11,20M,500+,Paid,$1.99,Everyone 10+,Action;Action & Adventure,"May 3, 2016",1.0.3289,4.1 and up,Canada
EP Search and Find,FAMILY,,20,23M,500+,Free,0,Everyone,Casual,"May 27, 2015",1.0.0,2.3 and up,Canada
What's Your Story?™ ft Charmed,FAMILY,4.1,39661,47M,"1,000,000+",Free,0,Teen,Role Playing,"August 2, 2018",1.10.4,5.0 and up,Canada
EP Chain Reaction,FAMILY,3.9,249,21M,"10,000+",Free,0,Everyone,Casual;Brain Games,"April 10, 2016",1.2.2,2.3 and up,Canada
Lean EQ,BUSINESS,,6,10M,10+,Paid,$89.99,Everyone,Business,"February 14, 2017",1.0,4.1 and up,United States
Lean EQ,BUSINESS,,6,10M,10+,Paid,$89.99,Everyone,Business,"February 14, 2017",1.0,4.1 and up,CANADA
Operate Now: Hospital,FAMILY,4.3,254861,52M,"10,000,000+",Free,0,Teen,Simulation,"August 1, 2018",1.20.3,4.4 and up,Canada
Multi Surgery ER Emergency Hospital : Doctor Game,FAMILY,4.1,227,69M,"10,000+",Free,0,Teen,Educational,"June 21, 2018",1.2,4.0 and up,Canada
ER Surgery Simulator,FAMILY,3.6,19601,56M,"1,000,000+",Free,0,Everyone 10+,Casual,"June 6, 2018",1.0.4,4.1 and up,Canada
Dentist Surgery ER Emergency Doctor Hospital Games,FAMILY,3.5,2580,53M,"100,000+",Free,0,Everyone,Simulation,"July 6, 2018",10,4.1 and up,Canada
Eye Transplant : ER Emergency Hospital,FAMILY,3.9,1938,62M,"1,000,000+",Free,0,Teen,Educational,"May 25, 2018",1.6,4.1 and up,Canada
Lifeguard Beach Rescue ER Emergency Hospital Games,FAMILY,3.9,519,76M,"100,000+",Free,0,Everyone,Simulation,"August 7, 2018",12,4.1 and up,Canada
Hospital ER Emergency Heart Surgery: Doctor Games,FAMILY,3.8,1652,71M,"100,000+",Free,0,Everyone,Simulation,"July 11, 2018",10,4.1 and up,Canada
Superhero Doctor 2 -ER Surgery,FAMILY,4.0,39647,72M,"10,000,000+",Free,0,Everyone 10+,Casual,"September 30, 2017",1.7,4.0.3 and up,Canada
ER,LIFESTYLE,,2,28M,500+,Free,0,Everyone,Lifestyle,"September 1, 2017",1.1.2,2.3.3 and up,United States
Noot-Noot-er!,FAMILY,4.5,74,2.8M,"5,000+",Free,0,Everyone,Entertainment,"November 22, 2017",2.0,4.0.3 and up,Canada
Doctor X - ER On Wheels,FAMILY,3.6,12781,51M,"1,000,000+",Free,0,Everyone,Casual;Pretend Play,"June 6, 2018",1.0.9,4.1 and up,Canada
Foot Surgery Hospital Simulator: ER Doctor Games,FAMILY,3.9,314,28M,"100,000+",Free,0,Everyone,Casual,"January 15, 2018",1.1,5.1 and up,Canada
ER Heart Surgery - Emergency Simulator Game,FAMILY,4.3,429,40M,"100,000+",Free,0,Everyone,Educational,"July 19, 2018",2.0,4.1 and up,Canada
Pregnant Mom ER Emergency Doctor Hospital Games,FAMILY,4.0,325,27M,"50,000+",Free,0,Everyone,Educational,"June 12, 2018",1.2,4.1 and up,Canada
Plastic Surgery Surgeon Simulator Er Doctor Games,FAMILY,3.7,3482,37M,"500,000+",Free,0,Everyone,Casual,"August 7, 2018",1.6,4.4 and up,Canada
Shoulder Surgery ER Emergency Doctor Game,FAMILY,3.9,55,46M,"10,000+",Free,0,Teen,Educational,"November 7, 2017",1.0.1,4.0 and up,Canada
Superhero Doctor 3 ER Surgery,FAMILY,4.2,2801,50M,"500,000+",Free,0,Everyone,Casual,"March 22, 2017",1.0,4.0.3 and up,Canada
Mom Doctor ER Emergency Family Game,FAMILY,3.5,173,49M,"10,000+",Free,0,Everyone,Educational,"January 26, 2018",1.0.0,4.1 and up,Canada
ER Blood Draw Doctor & Surgeon,FAMILY,4.0,154,58M,"50,000+",Free,0,Teen,Educational,"June 13, 2018",1.8,4.0.3 and up,Canada
"ER Emergency Hospital - Brain, Knee, Eye Surgery",FAMILY,3.8,25,41M,"1,000+",Free,0,Teen,Educational,"July 21, 2017",1.1,2.3 and up,Canada
Super Doctor 1-Pregnant Mom ER Surgery Simulator,FAMILY,4.1,290,73M,"10,000+",Free,0,Teen,Role Playing,"May 23, 2018",1.0,4.3 and up,Canada
Multi Surgery Hospital Pro: Virtual Doctor ER Game,FAMILY,4.2,23,33M,"1,000+",Free,0,Teen,Casual,"April 3, 2018",1.0,4.1 and up,Canada
Clumsy Santa ER Surgery,FAMILY,4.1,214,46M,"100,000+",Free,0,Teen,Casual,"December 22, 2016",1.0,4.0.3 and up,Canada
Little Eye Surgery Simulator - ER Doctor Game,FAMILY,4.4,12,19M,"1,000+",Free,0,Teen,Casual,"April 20, 2018",1.0,2.3 and up,Canada
Spinal Cord Surgery Doctor: Operation ER surgery,FAMILY,3.7,52,32M,"10,000+",Free,0,Everyone 10+,Role Playing,"February 26, 2018",1.0,4.1 and up,Canada
ER Neck Surgery: Hospital Christmas Emergency,FAMILY,,11,30M,"5,000+",Free,0,Everyone 10+,Role Playing,"November 24, 2017",1.0.1,4.1 and up,Canada
Super Doctor 2 - My Newborn Baby ER Injection,FAMILY,4.7,54,92M,"1,000+",Free,0,Teen,Role Playing,"June 25, 2018",1.0,4.3 and up,Canada
Virtual Brain Surgery Simulator : Kid ER Emergency,FAMILY,3.8,20,55M,"5,000+",Free,0,Teen,Educational,"February 23, 2018",1.1,4.0 and up,Canada
Crazy ER Open Heart Surgery Simulator,FAMILY,4.0,2936,45M,"500,000+",Free,0,Everyone,Simulation,"October 26, 2017",1.5,4.0 and up,Canada
ER Injection Simulator: Blood Test Doctor Hospital,FAMILY,4.2,3263,47M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"May 29, 2018",2.6.4,4.1 and up,Canada
Kids Doctor ER Emergency Rescue Kids Hospital Game,FAMILY,3.8,515,85M,"100,000+",Free,0,Everyone,Simulation,"July 20, 2018",7,4.1 and up,Canada
Heart Surgery Doctor - ER Emergency Game,FAMILY,3.9,2510,48M,"500,000+",Free,0,Everyone 10+,Educational,"July 19, 2018",2.1,4.1 and up,Canada
Virtual Mom Surgery Doctor : ER Emergency Hospital,FAMILY,4.0,1130,77M,"100,000+",Free,0,Teen,Educational,"May 15, 2018",1.4,4.0 and up,Canada
ER Doctor Kids Emergency Room,FAMILY,3.1,4798,30M,"500,000+",Free,0,Teen,Casual,"June 13, 2018",1.9,4.0.3 and up,Canada
ER Assist,PRODUCTIVITY,5.0,3,28M,10+,Free,0,Everyone,Productivity,"December 6, 2016",0.1.7,4.1 and up,United States
Blood Injection : ER Emergency Doctor ER injection,FAMILY,3.5,246,35M,"50,000+",Free,0,Teen,Casual,"September 23, 2016",1.0,2.3 and up,Canada
Doctor Games For Girls - Hospital ER,FAMILY,4.5,51,39M,"5,000+",Free,0,Everyone,Casual,"April 16, 2018",2.1,4.1 and up,Canada
Open Heart Surgery Hospital ER: Crazy Doctor Sim,FAMILY,4.7,7,25M,"1,000+",Free,0,Teen,Casual,"April 5, 2018",1.0,4.1 and up,Canada
Hand Doctor Games ER Surgery Simulator,FAMILY,4.1,120,32M,"10,000+",Free,0,Everyone,Casual,"March 13, 2018",2.0,4.1 and up,Canada
ER Doctor City Emergency - Surgery City Doc FREE,FAMILY,3.9,1909,84M,"100,000+",Free,0,Teen,Educational,"June 13, 2018",2.1,4.0.3 and up,Canada
ER Hospital Simulator,FAMILY,4.0,286,60M,"100,000+",Free,0,Everyone,Simulation,"June 28, 2018",4.0,4.0.3 and up,Canada
Nose Surgery ER Simulator Lite,FAMILY,3.1,269,39M,"50,000+",Free,0,Teen,Educational,"June 3, 2017",1.0,4.0 and up,Canada
FAHREDDİN er-RÂZİ TEFSİRİ,BOOKS_AND_REFERENCE,,9,20M,"1,000+",Free,0,Everyone,Books & Reference,"March 19, 2018",1.1,4.0.3 and up,UNITED KINGDOM
The NBC App - Watch Live TV and Full Episodes,FAMILY,4.1,58104,17M,"5,000,000+",Free,0,Teen,Entertainment,"July 5, 2018",4.18.1,4.1 and up,Canada
Scanner Radio - Fire and Police Scanner,FAMILY,4.4,175509,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,"August 7, 2018",Varies with device,Varies with device,Canada
Ankle Surgery ER Emergency,FAMILY,3.3,10449,29M,"1,000,000+",Free,0,Teen,Educational,"December 2, 2016",1.7,2.3 and up,Canada
Voxer Walkie Talkie Messenger,COMMUNICATION,4.3,230564,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"July 31, 2018",Varies with device,Varies with device,UNITED KINGDOM
ES File Explorer/Manager PRO,PRODUCTIVITY,4.7,81614,6.6M,"500,000+",Paid,$2.99,Everyone,Productivity,"July 11, 2018",Pro 1.1.4.1,4.0 and up,United States
ES Task Manager (Task Killer ),BUSINESS,4.3,171771,3.2M,"10,000,000+",Free,0,Everyone,Business,"January 15, 2018",2.0.6.4,2.1 and up,United States
ES Task Manager (Task Killer ),BUSINESS,4.3,171771,3.2M,"10,000,000+",Free,0,Everyone,Business,"January 15, 2018",2.0.6.4,2.1 and up,CANADA
ES Disk Analyzer - Storage Space,PRODUCTIVITY,4.7,5867,4.4M,"100,000+",Free,0,Everyone,Productivity,"October 31, 2017",1.0.2.9,4.0 and up,United States
ES Material Theme for Pro,PRODUCTIVITY,4.2,14428,1.2M,"1,000,000+",Free,0,Everyone,Productivity,"December 3, 2015",2.0.3,2.2 and up,United States
ES Holo Theme for Pro,PRODUCTIVITY,4.2,4737,1.7M,"500,000+",Free,0,Everyone,Productivity,"November 26, 2015",2.0.3,2.0 and up,United States
ES Billing System (Offline App),PRODUCTIVITY,5.0,1,4.2M,100+,Free,0,Everyone,Productivity,"May 17, 2018",1.0,4.1 and up,United States
ES Anywhere,BUSINESS,4.7,10,Varies with device,100+,Free,0,Everyone,Business,"April 28, 2017",Varies with device,4.0.3 and up,United States
ES Anywhere,BUSINESS,4.7,10,Varies with device,100+,Free,0,Everyone,Business,"April 28, 2017",Varies with device,4.0.3 and up,CANADA
YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,4.6,380,6.7M,"10,000+",Free,0,Everyone,Entertainment,"March 11, 2014",1.0,4.3 and up,Canada
Advanced calculator fx 991 es plus & 991 ms plus,FAMILY,4.7,7252,9.2M,"500,000+",Free,0,Everyone,Education,"August 2, 2018",3.3.1-build-02-08-2018-19-release,4.0 and up,Canada
ES Solar,BUSINESS,5.0,3,4.7M,100+,Free,0,Everyone,Business,"May 17, 2018",1.2,4.1 and up,United States
ES Solar,BUSINESS,5.0,3,4.7M,100+,Free,0,Everyone,Business,"May 17, 2018",1.2,4.1 and up,CANADA
ESLock File Recovery Lite,PRODUCTIVITY,3.0,460,161k,"50,000+",Free,0,Everyone,Productivity,"January 5, 2016",1.5.9,4.0.3 and up,United States
Castle Clash: Epic Empire ES,FAMILY,4.6,584070,24M,"5,000,000+",Free,0,Everyone 10+,Strategy,"July 18, 2018",1.4.1,4.1 and up,Canada
ES-1,COMMUNICATION,,6,2.7M,500+,Free,0,Everyone,Communication,"July 5, 2016",1.0,1.6 and up,UNITED KINGDOM
School scientific calculator fx 500 es plus 500 ms,FAMILY,4.6,1553,9.2M,"100,000+",Free,0,Everyone,Education,"August 2, 2018",3.3.1-build-02-08-2018-19-release,4.0 and up,Canada
Esto Es Guerra TVN,FAMILY,4.5,1303,13M,"100,000+",Free,0,Everyone,Entertainment,"July 24, 2018",1.7.2,4.1 and up,Canada
HBO NOW: Stream TV & Movies,FAMILY,3.9,61230,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"July 19, 2018",Varies with device,Varies with device,Canada
Hymnes et Louanges,BOOKS_AND_REFERENCE,4.4,1877,5.7M,"100,000+",Free,0,Everyone,Books & Reference,"March 21, 2017",2.4.1,4.1 and up,UNITED KINGDOM
Lire avec Sami et Julie,FAMILY,3.6,569,18M,"100,000+",Free,0,Everyone,Educational;Education,"June 13, 2014",1.2,2.2 and up,Canada
Lettre et demande d'emploi,FAMILY,4.6,302,9.9M,"100,000+",Free,0,Everyone,Education,"January 2, 2018",1.0,4.0 and up,Canada
Blagues et Histoires Drôles,FAMILY,3.9,859,5.3M,"100,000+",Free,0,Teen,Entertainment,"February 18, 2017",0.0.2,4.1 and up,Canada
Lettre de motivation et CV,FAMILY,4.3,979,9.9M,"100,000+",Free,0,Everyone,Education,"July 30, 2018",2.0,4.0 and up,Canada
Google Arts & Culture,FAMILY,3.7,24137,Varies with device,"5,000,000+",Free,0,Everyone,Education,"June 25, 2018",Varies with device,Varies with device,Canada
Empires and Allies,FAMILY,4.3,398746,Varies with device,"10,000,000+",Free,0,Everyone 10+,Strategy,"August 6, 2018",Varies with device,4.1 and up,Canada
Beauty and the Beast,FAMILY,4.4,70883,31M,"1,000,000+",Free,0,Everyone,Puzzle;Creativity,"August 7, 2018",1.7.6,4.2 and up,Canada
Learn Italian with MosaLingua,FAMILY,4.7,1719,Varies with device,"50,000+",Paid,$4.99,Teen,Education,"May 31, 2018",Varies with device,Varies with device,Canada
iTranslate Translator & Dictionary,PRODUCTIVITY,4.3,201718,35M,"10,000,000+",Free,0,Everyone,Productivity,"July 11, 2018",4.6.15,4.1 and up,United States
Pocket Mortys,FAMILY,4.5,174215,93M,"10,000,000+",Free,0,Everyone,Simulation,"August 3, 2018",2.5.2,4.1 and up,Canada
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122512,79k,"10,000,000+",Free,0,Everyone,Communication,"September 2, 2015",0.1.100944346,4.0.3 and up,UNITED KINGDOM
Voice changer with effects,FAMILY,4.2,1260903,8.7M,"50,000,000+",Free,0,Everyone,Entertainment,"August 2, 2018",3.4.8,4.1 and up,Canada
European Union Simulator,FAMILY,3.6,688,26M,"50,000+",Free,0,Everyone,Simulation,"September 20, 2016",1.2,4.0.3 and up,Canada
EU Charter,BOOKS_AND_REFERENCE,4.6,33,37M,"1,000+",Free,0,Everyone,Books & Reference,"January 16, 2017",1.0.3,4.0 and up,UNITED KINGDOM
EU Council,COMMUNICATION,,7,19M,"1,000+",Free,0,Everyone,Communication,"July 4, 2018",1.3.0,4.4 and up,UNITED KINGDOM
EU Economy,PRODUCTIVITY,3.6,47,879k,"5,000+",Free,0,Everyone,Productivity,"December 19, 2017",9.0,4.2 and up,United States
EU Data Protection,BOOKS_AND_REFERENCE,3.5,29,17M,"1,000+",Free,0,Everyone,Books & Reference,"July 15, 2016",2.0,4.0.3 and up,UNITED KINGDOM
Council Voting Calculator,COMMUNICATION,3.9,33,3.4M,"5,000+",Free,0,Everyone,Communication,"January 6, 2017",2.3.0,4.1 and up,UNITED KINGDOM
EU FTL Calculator,BUSINESS,3.6,60,1.8M,"10,000+",Free,0,Everyone,Business,"June 1, 2018",1.5.1,4.1 and up,United States
EU FTL Calculator,BUSINESS,3.6,60,1.8M,"10,000+",Free,0,Everyone,Business,"June 1, 2018",1.5.1,4.1 and up,CANADA
The EU Relocation Programme,FAMILY,,27,12M,"1,000+",Free,0,Everyone,Education,"July 28, 2016",1.0,4.0 and up,Canada
Eurostat Country Profiles,PRODUCTIVITY,3.7,87,2.0M,"10,000+",Free,0,Everyone,Productivity,"April 12, 2018",37.0,4.0.3 and up,United States
EU in the World,FAMILY,,8,7.2M,100+,Free,0,Everyone,Entertainment,"March 2, 2018",1.1.1,4.1 and up,Canada
My EU,FAMILY,3.8,4,13M,100+,Free,0,Everyone,Education,"May 15, 2017",3.2.1,4.1 and up,Canada
CVRIA,BUSINESS,4.7,68,3.5M,"10,000+",Free,0,Everyone,Business,"May 11, 2017",1.1.10,4.4 and up,United States
CVRIA,BUSINESS,4.7,68,3.5M,"10,000+",Free,0,Everyone,Business,"May 11, 2017",1.1.10,4.4 and up,CANADA
TAXLANDIA,FAMILY,1.9,141,65M,"1,000+",Free,0,Everyone,Educational,"March 6, 2018",1.8.2,4.3 and up,Canada
Have your say on Europe,COMMUNICATION,3.8,19,21M,500+,Free,0,Everyone,Communication,"April 19, 2018",1.1.0,4.1 and up,UNITED KINGDOM
EURES - Your Job in Europe,BUSINESS,2.7,358,2.0M,"50,000+",Free,0,Everyone,Business,"September 18, 2017",1.4.1,2.3.3 and up,United States
EURES - Your Job in Europe,BUSINESS,2.7,358,2.0M,"50,000+",Free,0,Everyone,Business,"September 18, 2017",1.4.1,2.3.3 and up,CANADA
Autoroute.EU,BUSINESS,,10,2.7M,"1,000+",Free,0,Everyone,Business,"July 19, 2016",2.6,4.0.3 and up,United States
Autoroute.EU,BUSINESS,,10,2.7M,"1,000+",Free,0,Everyone,Business,"July 19, 2016",2.6,4.0.3 and up,CANADA
Invasive Alien Species Europe,FAMILY,4.5,13,13M,"1,000+",Free,0,Everyone,Education,"November 20, 2017",1.0.6,4.4 and up,Canada
EU Exit poll,LIFESTYLE,5.0,10,9.4M,100+,Free,0,Everyone,Lifestyle,"July 15, 2016",1.6,4.1 and up,United States
EU WHO War,FAMILY,,0,1.2M,50+,Free,0,Everyone,Education,"December 23, 2013",1.0,3.0 and up,Canada
Brexit EU,FAMILY,4.4,7,7.5M,500+,Free,0,Everyone,Casual,"March 10, 2016",1.0,2.3 and up,Canada
E.U. Trademark Search Tool,BUSINESS,,0,3.1M,10+,Free,0,Everyone,Business,"March 29, 2018",1.5,4.0.3 and up,United States
E.U. Trademark Search Tool,BUSINESS,,0,3.1M,10+,Free,0,Everyone,Business,"March 29, 2018",1.5,4.0.3 and up,CANADA
EU VAT Checker,BUSINESS,3.1,7,39k,"1,000+",Free,0,Everyone,Business,"October 12, 2011",1,1.6 and up,United States
EU VAT Checker,BUSINESS,3.1,7,39k,"1,000+",Free,0,Everyone,Business,"October 12, 2011",1,1.6 and up,CANADA
Dotti EU,BUSINESS,,15,4.3M,"1,000+",Free,0,Everyone,Business,"May 9, 2018",2.1.18,4.4 and up,United States
Dotti EU,BUSINESS,,15,4.3M,"1,000+",Free,0,Everyone,Business,"May 9, 2018",2.1.18,4.4 and up,CANADA
EU RCD Guide,BOOKS_AND_REFERENCE,,0,45M,10+,Paid,$3.61,Everyone,Books & Reference,"June 29, 2016",2.0,4.0 and up,UNITED KINGDOM
daskal.eu,FAMILY,5.0,5,15M,50+,Free,0,Everyone,Education,"October 6, 2017",2.3.3,4.4 and up,Canada
Programi podrške EU,COMMUNICATION,,0,5.4M,100+,Free,0,Everyone,Communication,"January 15, 2018",1.0.3,4.1 and up,UNITED KINGDOM
EU FP7 Adventure,BUSINESS,,2,5.2M,100+,Free,0,Everyone,Business,"February 15, 2013",1,2.2 and up,United States
EU FP7 Adventure,BUSINESS,,2,5.2M,100+,Free,0,Everyone,Business,"February 15, 2013",1,2.2 and up,CANADA
GastroHunter.EU,LIFESTYLE,,1,1.5M,10+,Free,0,Everyone,Lifestyle,"April 23, 2015",1.0,4.3 and up,United States
EU IP Codes,BOOKS_AND_REFERENCE,,2,970k,100+,Free,0,Everyone,Books & Reference,"January 8, 2014",1.0.4,4.0 and up,UNITED KINGDOM
MOTOBAZAR EU,LIFESTYLE,,1,2.0M,100+,Free,0,Everyone,Lifestyle,"May 6, 2018",1.2.36,4.0.3 and up,United States
IF YOU TO EU PEGO,FAMILY,,3,2.1M,100+,Paid,$1.26,Everyone,Entertainment,"January 12, 2012",3,2.1 and up,Canada
VAT Checker for EU company,BUSINESS,4.7,78,Varies with device,"1,000+",Free,0,Everyone,Business,"January 24, 2017",Varies with device,Varies with device,United States
VAT Checker for EU company,BUSINESS,4.7,78,Varies with device,"1,000+",Free,0,Everyone,Business,"January 24, 2017",Varies with device,Varies with device,CANADA
Inbox.eu,COMMUNICATION,3.7,98,9.7M,"10,000+",Free,0,Everyone,Communication,"July 11, 2018",6.4.7,4.3 and up,UNITED KINGDOM
Konferencija.eu,BUSINESS,,3,1.6M,10+,Free,0,Everyone,Business,"March 21, 2017",1.0.2,4.0 and up,United States
Konferencija.eu,BUSINESS,,3,1.6M,10+,Free,0,Everyone,Business,"March 21, 2017",1.0.2,4.0 and up,CANADA
Going Abroad,FAMILY,3.0,606,42M,"50,000+",Free,0,Everyone 10+,Educational,"August 16, 2016",1.2,4.0 and up,Canada
EU GDPR RiskCalc,BUSINESS,,1,13M,50+,Free,0,Everyone,Business,"October 3, 2017",1.0.0,4.2 and up,United States
EU GDPR RiskCalc,BUSINESS,,1,13M,50+,Free,0,Everyone,Business,"October 3, 2017",1.0.0,4.2 and up,CANADA
EU Whoiswho,BUSINESS,,0,2.7M,10+,Free,0,Everyone,Business,"December 1, 2016",0.0.1,4.0 and up,United States
EU Whoiswho,BUSINESS,,0,2.7M,10+,Free,0,Everyone,Business,"December 1, 2016",0.0.1,4.0 and up,CANADA
EU Brazil Green Business Forum,PRODUCTIVITY,,0,8.7M,10+,Free,0,Everyone,Productivity,"April 18, 2017",1.7.1,2.1 and up,United States
Qserve EU MDR First Aid,BUSINESS,3.0,2,17M,100+,Free,0,Everyone,Business,"May 11, 2017",1.2.22,4.1 and up,United States
Qserve EU MDR First Aid,BUSINESS,3.0,2,17M,100+,Free,0,Everyone,Business,"May 11, 2017",1.2.22,4.1 and up,CANADA
I'm Rich/Eu sou Rico/أنا غني/我很有錢,LIFESTYLE,,0,40M,0+,Paid,$399.99,Everyone,Lifestyle,"December 1, 2017",MONEY,4.1 and up,United States
Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32200,15M,"5,000,000+",Free,0,Everyone,Casual;Pretend Play,"November 6, 2017",1.2,4.1 and up,Canada
NativeScript Developer Day EU,BUSINESS,,2,12M,100+,Free,0,Everyone,Business,"September 23, 2017",1.2,4.2 and up,United States
NativeScript Developer Day EU,BUSINESS,,2,12M,100+,Free,0,Everyone,Business,"September 23, 2017",1.2,4.2 and up,CANADA
EU FP7 SAM,BUSINESS,,0,9.7M,10+,Free,0,Everyone,Business,"March 12, 2015",1.0.3,4.0 and up,United States
EU FP7 SAM,BUSINESS,,0,9.7M,10+,Free,0,Everyone,Business,"March 12, 2015",1.0.3,4.0 and up,CANADA
eu sou franky,BUSINESS,3.7,195,4.0M,"10,000+",Free,0,Everyone,Business,"November 21, 2016",1.0.1,4.0 and up,United States
eu sou franky,BUSINESS,3.7,195,4.0M,"10,000+",Free,0,Everyone,Business,"November 21, 2016",1.0.1,4.0 and up,CANADA
NissanConnect® EV & Services,LIFESTYLE,2.3,853,88M,"50,000+",Free,0,Everyone,Lifestyle,"July 20, 2018",6.2.0,4.4 and up,United States
Emerge EV App (eBike App),LIFESTYLE,3.0,26,Varies with device,"1,000+",Free,0,Everyone,Lifestyle,"May 15, 2018",Varies with device,6.0 and up,United States
EV Trip Optimizer for Tesla,AUTO_AND_VEHICLES,3.2,46,6.6M,"1,000+",Free,0,Everyone,Auto & Vehicles,"June 26, 2018",3.4,4.1 and up,United States
Simple EV Calc,PRODUCTIVITY,4.2,105,72M,"1,000+",Free,0,Everyone,Productivity,"October 16, 2017",2.2.2,4.4 and up,United States
CHOSEN - EV Smart Charger,AUTO_AND_VEHICLES,,1,19M,10+,Free,0,Everyone,Auto & Vehicles,"August 7, 2018",3.4.4,4.2 and up,United States
Bolt - EV Charging Service,AUTO_AND_VEHICLES,3.0,9,8.4M,100+,Free,0,Everyone,Auto & Vehicles,"March 23, 2018",2.2.0,5.0 and up,United States
SpeedApp EV,AUTO_AND_VEHICLES,,0,48M,5+,Free,0,Everyone,Auto & Vehicles,"July 4, 2018",1.2,6.0 and up,United States
EV Real Estate Search,LIFESTYLE,4.1,88,20M,"5,000+",Free,0,Everyone,Lifestyle,"July 13, 2018",5.600.49,4.0.3 and up,United States
Ev Dizayn,LIFESTYLE,3.6,30,5.2M,"5,000+",Free,0,Everyone,Lifestyle,"March 4, 2015",1.0,4.0 and up,United States
Builder Craft: House Building & Exploration,FAMILY,4.2,20807,52M,"1,000,000+",Free,0,Everyone 10+,Simulation,"August 2, 2017",1.3,4.1 and up,Canada
AÖF Ev İdaresi 1. Sınıf,FAMILY,,2,11M,"1,000+",Free,0,Everyone,Education,"July 15, 2018",3.0,4.1 and up,Canada
EV Bon Dictionary,FAMILY,,11,16M,500+,Free,0,Everyone,Education,"October 28, 2017",2.0,4.0 and up,Canada
German Vocabulary Trainer,FAMILY,3.3,1218,1.0M,"100,000+",Free,0,Everyone,Education,"August 24, 2012",1.0,2.1 and up,Canada
REV Robotic Enhance Vehicles,FAMILY,4.4,2558,61M,"100,000+",Free,0,Everyone,Entertainment,"January 16, 2018",2.0.11,4.4 and up,Canada
myChevrolet,LIFESTYLE,3.5,6747,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,"June 11, 2018",Varies with device,Varies with device,United States
Electric Car Taxi Driver: NY City Cab Taxi Games,FAMILY,4.0,5886,54M,"1,000,000+",Free,0,Everyone,Simulation,"May 28, 2018",1.2,4.0 and up,Canada
Home Decoration Game,FAMILY,4.0,17543,19M,"5,000,000+",Free,0,Everyone,Casual,"January 25, 2018",3.0.1,4.0 and up,Canada
EvAk Smart Home,LIFESTYLE,,14,Varies with device,500+,Free,0,Everyone,Lifestyle,"March 13, 2018",1.1.1,4.1 and up,United States
PokeType - Dex,FAMILY,4.6,36813,33M,"500,000+",Free,0,Everyone,Entertainment,"May 1, 2018",4.2.0,4.1 and up,Canada
Survival Forest : Survivor Home Builder,FAMILY,3.6,9389,64M,"1,000,000+",Free,0,Teen,Simulation,"May 31, 2018",1.3.4,4.0 and up,Canada
Doll House Design & Decoration 2: Girls House Game,FAMILY,3.9,2338,45M,"100,000+",Free,0,Everyone,Simulation,"May 29, 2018",1.1,4.1 and up,Canada
Lux Home Decorating Room Games,FAMILY,4.0,1518,Varies with device,"100,000+",Free,0,Everyone,Casual,"October 20, 2017",2.0,4.1 and up,Canada
Design Home,FAMILY,4.4,539931,69M,"10,000,000+",Free,0,Everyone,Simulation,"August 6, 2018",1.11.01,4.2 and up,Canada
EW Manager,BUSINESS,,0,4.4M,10+,Free,0,Everyone,Business,"February 20, 2018",1.0.0,4.1 and up,United States
EW Manager,BUSINESS,,0,4.4M,10+,Free,0,Everyone,Business,"February 20, 2018",1.0.0,4.1 and up,CANADA
